Player,Club,POS,GP,GS,MINS,Year,Season
Francisco Gomez,CHV,M,12,8,648,2005,reg
Marcus Storey,CLB,M-F,12,3,381,2005,reg
Luke Kreamalmeyer,RSL,M,6,2,247,2005,reg
Dante Washington,CLB,F,9,2,281,2005,reg
Chris Leitch,MET,D,28,26,2343,2005,reg
Simo Valakari,DAL,M,28,28,2471,2005,reg
Greg Vanney,DAL,D,25,25,2210,2005,reg
Guy Melamed,COL,M-D,14,10,910,2005,reg
Clyde Simms,DC ,M,26,12,1263,2005,reg
Nat Borchers,COL,D,31,31,2721,2005,reg
Danny Szetela,CLB,M,16,13,1116,2005,reg
Alecko Eskandarian,DC ,F,12,7,661,2005,reg
Stephen Keel,COL,D,0,0,0,2005,reg
Jeff Larentowicz,ATL,M,1,0,1,2005,reg
Michael Parkhurst,NE ,D,32,32,2880,2005,reg
Chris Wondolowski,SJ,F,2,0,5,2005,reg
Ryan Raybould,KC ,D-M,1,0,10,2005,reg
Stephen deRoux,DC ,M-D,0,0,0,2005,reg
Marlon Rojas,RSL,D-M,7,6,507,2005,reg
Daniel Garipe,MET,M,0,0,0,2005,reg
Leonard Griffin,CHI,D,3,2,151,2005,reg
Amir Lowery,COL,M,1,0,1,2005,reg
Lucio Filomeno,DC ,F,1,0,22,2005,reg
Eugene Sepuya,COL,F,1,0,18,2005,reg
Hector Castro,CHV,M-D,0,0,0,2005,reg
Roger Levesque,SJ ,M,1,0,11,2005,reg
Josh Gardner,LA ,M,1,0,13,2005,reg
Victor Arbelaez,CHV,D-M,0,0,0,2005,reg
Kenny Arena,DC ,D,0,0,0,2005,reg
Mike Munoz,CHV,M,1,0,15,2005,reg
Rodrigo López,CHV,M,1,0,5,2005,reg
Jason Hernandez,MET,D,3,3,268,2005,reg
Christian Jimenez,CHV,M,0,0,0,2005,reg
Quavas Kirk,LA ,F,0,0,0,2005,reg
Joshua Elbaum,COL,M,0,0,0,2005,reg
Chris Corcoran,MET,M,0,0,0,2005,reg
Guillermo Gonzalez,LA ,M,0,0,0,2005,reg
Sasha Gotsmanov,COL,F,1,0,21,2005,reg
Jamie Holmes,NE ,F,1,0,20,2005,reg
Michael Erush,CHV,M,0,0,0,2005,reg
Ryan Kelly,CLB,D,7,3,296,2005,reg
Cameron Knowles,RSL,D,4,3,346,2005,reg
Shawn Kuykendall,DC ,M,2,0,10,2005,reg
Aaron Lanes,SJ ,M,0,0,0,2005,reg
Douglas Lascody,KC ,M,0,0,0,2005,reg
Ramon Bailey,MET,F,0,0,0,2005,reg
Benjamin Benditson,LA ,D,1,0,21,2005,reg
Milton Blanco,CHV,M-F,5,0,40,2005,reg
Dustin Branan,KC ,D,1,0,1,2005,reg
Mamadou Diallo,MET,D,0,0,0,2005,reg
Daniel Dobson,KC ,D,0,0,0,2005,reg
Tighe Dombrowski,SJ ,M,0,0,0,2005,reg
Hollis Donaldson,CHI,D,0,0,0,2005,reg
Devin Barclay,CLB,F,1,0,19,2005,reg
Tony Lochhead,NE ,D,0,0,0,2005,reg
Ricardo Phillips,NE ,M-F,4,0,34,2005,reg
Luis Gallardo,CLB,M,0,0,0,2005,reg
Felix Brillant,NE ,M-F,0,0,0,2005,reg
Robin Fraser,CLB,D,29,29,2607,2005,reg
Wes Hart,SJ ,D-M,7,1,175,2005,reg
Jeff Stewart,RSL,D,0,0,0,2005,reg
Stephen Herdsman,CLB,D,7,7,467,2005,reg
Eric Quill,DAL,F,2,0,11,2005,reg
David Johnson,LA ,M,0,0,0,2005,reg
Philip Salyer,DAL,D,2,2,180,2005,reg
Eliseo Quintanilla,DC ,F-M,0,0,0,2005,reg
Duncan Oughton,CLB,D,0,0,0,2005,reg
Craig Capano,CHI,M,0,0,0,2005,reg
Ross Paule,CLB,M,0,0,0,2005,reg
Tim Merritt,DC ,D,0,0,0,2005,reg
John Minagawa-Webster,KC ,M,0,0,0,2005,reg
Jared Montz,CHI,D,0,0,0,2005,reg
Michael Nsien,LA ,D,0,0,0,2005,reg
Sergio Flores,RSL,D,0,0,0,2005,reg
Tim Lawson,DC ,M,0,0,0,2005,reg
Michael Lookingland,RSL,D,1,1,90,2005,reg
Winston Marshall,DAL,D,0,0,0,2005,reg
Ty Maurin,DAL,M,3,0,16,2005,reg
Pat McGinnis,KC ,F,0,0,0,2005,reg
John Pulido,DAL,M,0,0,0,2005,reg
Orlando Ramirez,SJ ,F,0,0,0,2005,reg
Brett Rodriguez,SJ ,D,0,0,0,2005,reg
Marcos Romaneiro,NE ,M,0,0,0,2005,reg
Andy Rosenband,CHI,M,0,0,0,2005,reg
Marcus Sagastume,COL,M,0,0,0,2005,reg
Jason Thompson,DC ,F,1,0,1,2005,reg
Mario Torres,DAL,M,0,0,0,2005,reg
James Twellman,SJ ,D,0,0,0,2005,reg
Nick Van Sicklen,DC ,M,0,0,0,2005,reg
Luke Vercollone,NE ,M,3,0,35,2005,reg
Diego Walsh,KC ,M,1,0,16,2005,reg
DeMetrius White,CHI,M,0,0,0,2005,reg
Easton Wilson,NE ,M,0,0,0,2005,reg
Alex Woods,DAL,F-M,0,0,0,2005,reg
Aaron Lopez,CHV,D-M,4,3,237,2005,reg
Ricky Lewis,COL,D,16,16,1298,2005,reg
Alfonso Loera,CHV,D,12,9,875,2005,reg
Martin Morales,COL,M,1,1,61,2005,reg
Matt Nickell,DC ,F,4,0,30,2005,reg
Paul Broome,LA ,M,14,11,1001,2005,reg
Diego Serna,COL,F,1,0,13,2005,reg
Cassio,NE ,M,3,2,111,2005,reg
Justin Detter,KC ,F,4,0,40,2005,reg
Gilberto Flores,MET,M,3,0,37,2005,reg
Matt Crawford,COL,M,4,3,256,2005,reg
Alan Gordon,LA ,F,5,3,200,2005,reg
Nikolas Besagno,RSL,M,2,1,69,2005,reg
Danilo Silva,LAFC,D,5,0,60,2005,reg
Alex Yi,DAL,D,1,1,66,2005,reg
Carlos Mendes,MET,D,24,21,1916,2005,reg
Ryan Cochrane,SJ ,D,14,6,775,2005,reg
Jermaine Hue,KC ,M,3,1,55,2005,reg
Troy Roberts,LA ,D,14,9,822,2005,reg
Scott Buete,CHI,M,8,4,364,2005,reg
Armando Begines,CHV,D,22,18,1658,2005,reg
Ian Russell,SJ ,D,13,2,234,2005,reg
Evan Whitfield,RSL,D,5,0,133,2005,reg
Leighton O'Brien,RSL,M,6,1,234,2005,reg
Nelson Akwari,RSL,D,23,21,1887,2005,reg
Brandon Prideaux,DC ,D,29,28,2455,2005,reg
Ryan Latham,NE ,F,6,1,155,2005,reg
Chris Aloisi,SJ ,D,6,5,494,2005,reg
Shavar Thomas,KC ,D,25,24,2011,2005,reg
Tim Regan,MET,D,20,18,1641,2005,reg
Danny O'Rourke,SJ ,D,13,12,1049,2005,reg
Steve Jolley,DAL,D,13,12,1057,2005,reg
Mubarike Chisoni,LA ,M,11,1,304,2005,reg
Adolfo Gregorio,RSL,M,6,4,359,2005,reg
Michael Umaña,LA ,D,15,6,754,2005,reg
Stephen Armstrong,CLB,M,7,2,244,2005,reg
Kenny Cutler,RSL,M,19,19,1699,2005,reg
Connally Edozien,NE ,F-M,9,1,217,2005,reg
Khari Stephenson,KC ,M,6,1,145,2005,reg
Matt Behncke,RSL,D,8,7,587,2005,reg
Jesus Ochoa,CHV,M,16,12,1030,2005,reg
Nick Garcia,KC ,D,30,30,2678,2005,reg
Drew Moor,COL,D,20,9,934,2005,reg
Daniel Hernandez,NE ,M,7,7,557,2005,reg
Jeff Agoos,MET,D,25,25,2150,2005,reg
Dipsy Selolwane,RSL,F,8,4,401,2005,reg
Chris Wingert,CLB,D,27,20,1895,2005,reg
Joseph Ngwenya,LA ,F,16,6,617,2005,reg
Brian Kamler,RSL,M,28,24,2027,2005,reg
Mark Wilson,DAL,M,8,7,615,2005,reg
Jeff Cunningham,RSL,F,31,26,2404,2006,reg
Christian Gomez,DC ,M,30,28,2366,2006,reg
Ante Razov,CHV,F,28,28,2485,2006,reg
Carlos Ruiz,DAL,F,27,25,2113,2006,reg
Landon Donovan,LA ,M-F,24,24,2147,2006,reg
Jaime Moreno,DC ,F,32,31,2699,2006,reg
Dwayne De Rosario,HOU,M,30,29,2534,2006,reg
Taylor Twellman,NE ,F,32,32,2856,2006,reg
Kenny Cooper,DAL,F,31,29,2453,2006,reg
Brian Ching,HOU,F,21,20,1822,2006,reg
Scott Sealy,KC ,F,29,20,1760,2006,reg
Andy Herron,CHI,F,20,18,1449,2006,reg
Jose Burciaga Jr.,KC ,D,30,29,2589,2006,reg
Juan Pablo Garcia,CHV,M,29,29,2438,2006,reg
Jason Kreis,RSL,M,30,27,2434,2006,reg
Amado Guevara,NY ,M,28,26,2346,2006,reg
Clint Dempsey,NE ,M-F,21,21,1865,2006,reg
Nate Jaqua,CHI,F,28,22,2037,2006,reg
Chris Klein,RSL,M,32,32,2842,2006,reg
Nicolas Hernandez,COL,F,30,29,2524,2006,reg
Alecko Eskandarian,DC ,F,22,16,1474,2006,reg
Kyle Beckerman,RSL,M,31,31,2790,2006,reg
Chris Rolfe,CHI,F,21,21,1636,2006,reg
Andy Dorman,NE ,M,32,32,2834,2006,reg
Steve Ralston,NE ,M,30,30,2683,2006,reg
Jonathan Bornstein,CHI,D,32,32,2878,2006,reg
Ramon Nunez,DAL,M,25,20,1660,2006,reg
Peguero Jean Philippe,COL,F,14,14,1248,2006,reg
Edson Buddle,NY ,F,28,24,2110,2006,reg
Claudio Suarez,CHV,D,20,20,1778,2006,reg
Hérculez Gómez,LA ,F,30,19,1798,2006,reg
Joseph Ngwenya,CLB,F,22,18,1520,2006,reg
Jason Garey,CLB,F,25,18,1712,2006,reg
Jovan Kirovski,COL,M-F,26,22,1864,2006,reg
Josh Wolff,KC ,F,19,18,1587,2006,reg
Craig Waibel,HOU,D,28,28,2401,2006,reg
Chad Barrett,CHI,F,16,9,778,2006,reg
Cobi Jones,LA ,M,27,18,1704,2006,reg
Juan Francisco Palencia,CHV,F,23,22,1914,2006,reg
Eddie Gaven,CLB,M,30,30,2560,2006,reg
Davy Arnaud,KC ,M,32,30,2784,2006,reg
Jacob Peterson,COL,F,28,17,1547,2006,reg
Dedi Ben Dayan,COL,M-D,16,12,927,2006,reg
Alan Gordon,LA ,F,17,11,1019,2006,reg
John Wolyniec,CLB,F,22,17,1429,2006,reg
Atiba Harris,RSL,D,22,12,1142,2006,reg
Sasha Victorine,KC ,M,31,30,2701,2006,reg
Alejandro Moreno,HOU,F,30,30,2620,2006,reg
Francisco Mendoza,CHV,M,31,31,2652,2006,reg
Seth Stammler,NY ,M-D,29,27,2374,2006,reg
Joshua Gros,DC ,M-D,29,29,2576,2006,reg
Thiago Martins,COL,F,26,14,1401,2006,reg
Dave van den Bergh,KC ,M,13,13,991,2006,reg
Facundo Erpen,DC ,D,30,30,2626,2006,reg
Thiago,CHI,M,27,25,2229,2006,reg
Arturo Alvarez,DAL,M,19,6,578,2006,reg
Mike Magee,NY ,M,17,9,938,2006,reg
Roberto Mina,DAL,F,16,9,881,2006,reg
Shalrie Joseph,NE ,M,26,26,2331,2006,reg
Sebastian Rozental,CLB,F,20,15,1229,2006,reg
Chris Henderson,NY ,M,32,29,2186,2006,reg
Jozy Altidore,TOR,F,7,3,329,2006,reg
Santino Quaranta,DC ,M-F,16,10,835,2006,reg
Kei Kamara,COL,F,19,9,928,2006,reg
Carey Talley,RSL,D,30,30,2618,2006,reg
Justin Mapp,CHI,M,26,22,1865,2006,reg
Freddy Adu,DC ,F,32,29,2521,2006,reg
Abe Thompson,DAL,F,14,7,671,2006,reg
Andy Williams,RSL,M,29,21,1941,2006,reg
Peter Vagenas,LA ,M,25,24,2046,2006,reg
Chris Albright,LA ,D,23,23,2036,2006,reg
Brian Mullan,HOU,D,31,31,2744,2006,reg
Youri Djorkaeff,NY ,F-M,21,21,1824,2006,reg
Eddie Robinson,HOU,D,25,24,2084,2006,reg
Jesse Marsch,CHV,M,30,30,2604,2006,reg
Diego Gutierrez,CHI,D,25,21,1878,2006,reg
Ben Olsen,DC ,M,20,18,1534,2006,reg
Ricardo Clark,HOU,M,31,31,2728,2006,reg
Bobby Rhine,DAL,M,30,30,2593,2006,reg
Todd Dunivant,LA ,D,22,21,1858,2006,reg
Mehdi Ballouchy,RSL,M,32,26,2160,2006,reg
Paul Dalglish,HOU,F,6,3,313,2006,reg
Clint Mathis,COL,M,25,16,1342,2006,reg
Eddie Johnson,KC ,F,19,18,1480,2006,reg
Jimmy Conrad,KC ,D,15,14,1252,2006,reg
Cornell Glen,COL,F,5,3,248,2006,reg
Ryan Pore,KC ,M,19,4,560,2006,reg
Brad Davis,HOU,M,28,24,2035,2006,reg
Ronnie O'Brien,DAL,M,27,26,2331,2006,reg
Richard Mulrooney,DAL,M,25,23,2075,2006,reg
Chris Armas,CHI,M,27,27,2366,2006,reg
Brian Carroll,DC ,M,31,31,2779,2006,reg
Josh Gardner,LA ,M,18,12,1055,2006,reg
Pat Noonan,NE ,F,14,12,850,2006,reg
Jack Jewsbury,KC ,M,28,19,1814,2006,reg
Ritchie Kotschau,CLB,D,26,23,2109,2006,reg
C.J. Brown,CHI,D,28,28,2429,2006,reg
Greg Vanney,DAL,D,28,28,2510,2006,reg
Ezra Hendrickson,CHV,D,24,20,1867,2006,reg
Jacob Thomas,CLB,F,19,13,1070,2006,reg
Jerrod Laventure,NY ,F,5,0,68,2006,reg
Brent Whitfield,CHV,M,11,3,362,2006,reg
Bobby Boswell,DC ,D,30,30,2700,2006,reg
Jamil Walker,DC ,M-F,19,3,406,2006,reg
Shavar Thomas,KC ,D,26,24,2147,2006,reg
Gonzalo Segares,CHI,D,25,22,1983,2006,reg
Mark Wilson,DAL,M,12,7,581,2006,reg
Clyde Simms,DC ,M,24,14,1350,2006,reg
Chad Marshall,CLB,D,26,25,2255,2006,reg
Lucio Filomeno,DC ,F,11,5,436,2006,reg
Drew Moor,COL,D,27,26,2280,2006,reg
Calen Carr,CHI,F,22,3,494,2006,reg
Brian Plotkin,CHI,M,14,4,526,2006,reg
Ned Grabavoy,CLB,M,17,5,736,2006,reg
Kyle Martino,CLB,M,15,10,955,2006,reg
Jeff Larentowicz,ATL,M,26,19,1974,2006,reg
Jose Retiz,CLB,M,22,21,1731,2006,reg
Alex Zotinca,KC ,D,24,15,1301,2006,reg
Jim Curtin,CHI,D,11,7,660,2006,reg
Chris Brown,RSL,M-F,9,3,296,2006,reg
Jafet Soto,RSL,M,8,1,192,2006,reg
Aaron Pitchkolan,DAL,D,10,0,92,2006,reg
Ryan Cochrane,HOU,D,27,24,2172,2006,reg
Jordan Cila,NY ,F-M,4,0,78,2006,reg
Chris Wondolowski,SJ,F,6,4,198,2006,reg
Jose Manuel Abundis,NE ,F,2,2,140,2006,reg
Nick Garcia,KC ,D,29,29,2519,2006,reg
Matias Donnet,DC ,M,8,7,520,2006,reg
Adrian Serioux,HOU,D,20,15,1411,2006,reg
Stuart Holden,HOU,M,13,3,341,2006,reg
Leonard Bisaku,CLB,M,7,4,336,2006,reg
David Wagenfuhr,DAL,D,13,5,491,2006,reg
Dasan Robinson,CHI,D,23,23,2054,2006,reg
Dominic Oduro,DAL,M,16,3,410,2006,reg
Eric Vasquez,CLB,M,12,4,501,2006,reg
Khano Smith,NE ,M,10,2,340,2006,reg
Fabrice Noel,COL,F,9,3,369,2006,reg
Daniel Wasson,COL,D,17,7,712,2006,reg
Ricardo Virtuoso,CLB,F,10,7,571,2006,reg
Douglas Sequeira,RSL,M,18,13,1246,2006,reg
Terry Cooke,COL,M,23,22,1997,2006,reg
Ivan Guerrero,CHI,M,29,29,2526,2006,reg
Sacha Kljestan,LA,M,32,31,2676,2006,reg
Jose Cancela,NE ,M,21,15,1385,2006,reg
Mark Lisi,NY ,M,9,7,506,2006,reg
Jay Heaps,NE ,D,31,31,2790,2006,reg
Paulo Nagamura,LA ,M,29,26,2371,2006,reg
Marvell Wynne,NY ,D,28,23,2169,2006,reg
Wade Barrett,HOU,D,31,31,2756,2006,reg
Tony Lochhead,NE ,D,16,9,797,2006,reg
Matt Groenwald,KC ,M,19,16,1221,2006,reg
Danny O'Rourke,NY ,D,28,27,2400,2006,reg
Duncan Oughton,CLB,D,9,9,776,2006,reg
Eric Denton,COL,D,22,22,1890,2006,reg
Quavas Kirk,LA ,F,22,10,990,2006,reg
Chris Gbandi,DAL,D,28,27,2393,2006,reg
Willis Forko,RSL,D,26,26,2254,2006,reg
Lawson Vaughn,CHV,D,17,11,1045,2006,reg
Carlos Mendes,NY ,D,31,31,2751,2006,reg
Jared Montz,CHI,D,1,0,13,2006,reg
Ryan Raybould,KC ,D-M,8,6,583,2006,reg
Tony Sanneh,CHI,D,19,15,1295,2006,reg
Carlos Llamosa,CHV,D,13,11,920,2006,reg
Marc Burch,CLB,D,10,5,505,2006,reg
Steve Jolley,NY ,D,16,10,851,2006,reg
Kyle Brown,NE ,F,12,2,288,2006,reg
Troy Roberts,LA ,D,14,10,890,2006,reg
Danny Szetela,CLB,M,4,3,237,2006,reg
Chris Leitch,CLB,D,24,18,1662,2006,reg
Logan Pause,CHI,M,25,19,1782,2006,reg
Bryan Namoff,DC ,D,26,25,2241,2006,reg
Kevin Goldthwaite,HOU,D,20,8,819,2006,reg
Matt Taylor,CHV,F,15,2,318,2006,reg
Dan Gargan,COL,D,22,15,1480,2006,reg
Hunter Freeman,COL,D,27,24,2130,2006,reg
Ryan Coiner,CLB,F,6,4,281,2006,reg
Kerry Zavagnin,KC ,M,25,23,2068,2006,reg
Ronald Cerritos,HOU,F,15,7,654,2006,reg
Simo Valakari,DAL,M,31,30,2607,2006,reg
Aitor Karanka,COL,D,27,27,2414,2006,reg
Jesus Morales,CHV,F,7,3,355,2006,reg
Joe Franchino,NE ,M,21,19,1520,2006,reg
Dema Kovalenko,NY ,M,12,12,1080,2006,reg
Joel Kitamirike,CLB,D,1,0,19,2006,reg
John Thorrington,CHI,M,2,0,11,2006,reg
Pascal Bedrossian,CHI,F,1,0,28,2006,reg
Stefani Miglioranzi,LA ,M,3,0,25,2006,reg
John O'Brien,CHV,M,1,0,5,2006,reg
Brandon Prideaux,DC ,D,9,9,784,2006,reg
Brian Dunseth,LA ,D,0,0,0,2006,reg
Luchi Gonzalez,COL,F,2,0,7,2006,reg
Francisco Gomez,CHV,M,0,0,0,2006,reg
Craig Capano,CHI,M,0,0,0,2006,reg
Seth Trembly,RSL,M-D,0,0,0,2006,reg
Paul Broome,RSL,M,0,0,0,2006,reg
Jesus Ochoa,CHV,M,0,0,0,2006,reg
Marshall Leonard,NE ,M,1,0,76,2006,reg
Avery John,NE ,D,10,10,893,2006,reg
Jordan Russolillo,CHI,D,0,0,0,2006,reg
Jeff Curtin,CHI,D,0,0,0,2006,reg
Ramon Ramirez,CHV,M,0,0,0,2006,reg
Gustavo Cabrera,RSL,D,0,0,0,2006,reg
Marcos Charras,DAL,D,0,0,0,2006,reg
Eder Robles,CHV,D,0,0,0,2006,reg
Carlos Borja,CHV,D,0,0,0,2006,reg
Daniel Paladini,LA ,M,0,0,0,2006,reg
Leonard Griffin,CHI,D,6,4,343,2006,reg
Ivan Becerra,CLB,F,0,0,0,2006,reg
Benjamin Benditson,LA ,D,1,1,85,2006,reg
Adam Acosta,RSL,F,0,0,0,2006,reg
Chris Aloisi,HOU,D,0,0,0,2006,reg
Jani Galik,NE ,M,2,1,46,2006,reg
Brian Gil,RSL,M-F,0,0,0,2006,reg
Guillermo Gonzalez,LA ,M,0,0,0,2006,reg
Sasha Gotsmanov,COL,F,0,0,0,2006,reg
Miguel Guante,DAL,M,0,0,0,2006,reg
Pat Haggerty,NE ,D,0,0,0,2006,reg
Josh Hansen,LA ,F,0,0,0,2006,reg
Patrick Ianni,HOU,D-M,2,0,2,2006,reg
Michael Dello-Russo,DAL,D-M,0,0,0,2006,reg
Blake Wagner,DAL,D-M,0,0,0,2006,reg
Mike Randolph,LA ,D,0,0,0,2006,reg
Mike Chabala,HOU,D,0,0,0,2006,reg
Mpho Moloi,HOU,M,0,0,0,2006,reg
Duke Hashimoto,CLB,F,0,0,0,2006,reg
Nikolas Besagno,RSL,M,4,2,282,2006,reg
Christian Jimenez,RSL,M,1,0,6,2006,reg
Mike Munoz,CHV,M,0,0,0,2006,reg
David Arvizu,NY ,F,0,0,0,2006,reg
Jordan Harvey,LAFC,D,0,0,0,2006,reg
Elie Ikangu,NY ,M,2,0,22,2006,reg
Stephen Keel,COL,D,0,0,0,2006,reg
Chris Wingert,COL,D,10,4,445,2006,reg
Ugo Ihemelu,LA ,D,29,29,2610,2006,reg
Dax McCarty,NSH,M,2,0,11,2006,reg
Justin Moose,DC ,M,1,0,1,2006,reg
Jed Zayner,CLB,D,0,0,0,2006,reg
Jeff Carroll,DC ,M-D,2,1,100,2006,reg
Ryan McMahen,KC ,M,0,0,0,2006,reg
Will John,KC ,M-F,1,0,3,2006,reg
Michael Parkhurst,NE ,D,30,30,2700,2006,reg
Arsene Oka,NE ,M,0,0,0,2006,reg
Miguel Gonzalez,NE ,M,0,0,0,2006,reg
Aaron King,COL,F,0,0,0,2006,reg
Cameron Knowles,RSL,D,0,0,0,2006,reg
Shawn Kuykendall,NY ,M,0,0,0,2006,reg
Aaron Lanes,HOU,M,0,0,0,2006,reg
Ryan Latham,NE ,F,0,0,0,2006,reg
Andy Metcalf,DC ,M,0,0,0,2006,reg
Rene Corona,CHV,M,1,0,13,2006,reg
Matt Crawford,COL,M,2,2,138,2006,reg
Justin Moore,DAL,M,2,1,159,2006,reg
Leandro de Oliveira,NE ,M,0,0,0,2006,reg
Adam Williamson,NE ,M,0,0,0,2006,reg
Danny Wynn,NE ,M-D,2,0,61,2006,reg
Mario Torres,DAL,M,0,0,0,2006,reg
Idris Ughiovhe,CHI,D,0,0,0,2006,reg
Dayton O'Brien,CLB,M,0,0,0,2006,reg
Sergei Raad,KC ,M,1,0,22,2006,reg
Adam Ruud,CHI,M,0,0,0,2006,reg
Estuardo Sanchez,CHV,F,0,0,0,2006,reg
Stephen Shirley,KC ,D-M,0,0,0,2006,reg
Alex Smith,DAL,F,0,0,0,2006,reg
David Stokes,DC ,D,3,1,52,2006,reg
Marcus Storey,HOU,M-F,0,0,0,2006,reg
Brian Roberts,KC ,D,1,0,17,2006,reg
Ednaldo da Conceicao,LA ,F,1,0,19,2006,reg
Devon McTavish,DC ,D,5,3,265,2006,reg
John Wilson,DC ,D,11,2,404,2006,reg
Rodrigo López,CHV,M,2,0,20,2006,reg
Nathan Sturgis,LA ,M,15,15,1247,2006,reg
Joey Worthen,RSL,F-M,3,0,28,2006,reg
Esteban Arias,CHV,D,4,0,39,2006,reg
Domenic Mediate,DC ,M,8,2,243,2006,reg
Daniel Hernandez,NE ,M,7,5,429,2006,reg
Robert Ssejjemba,DC ,F,1,0,25,2006,reg
Jermaine Hue,KC ,M,2,1,51,2006,reg
Gavin Glinton,LA ,F,1,0,25,2006,reg
Daniel Torres,RSL,D,16,16,1363,2006,reg
Peter Canero,NY ,M,9,2,276,2006,reg
Pablo Mastroeni,COL,M,20,20,1779,2006,reg
Anderson de Souza,LA ,F,3,0,45,2006,reg
Johnny Garcia,CHV,D,2,1,84,2006,reg
Drew Helm,CHV,F,8,1,122,2006,reg
Alex Yi,DAL,D,11,6,665,2006,reg
Julian Nash,HOU,F,6,0,94,2006,reg
Tim Ward,CLB,D,11,6,603,2006,reg
Taylor Graham,NY ,D,10,6,568,2006,reg
Blake Camp,NY ,M,3,0,36,2006,reg
Michael Enfield,LA ,M-F,5,1,124,2006,reg
Matt Nickell,DC ,F,3,0,14,2006,reg
Alain Nkong,COL,M,5,2,199,2006,reg
Kevin Novak,RSL,D,26,25,2028,2006,reg
Melvin Tarley,COL,F,3,0,34,2006,reg
Stephen deRoux,DC ,M-D,4,2,228,2006,reg
James Riley,NE ,D,20,20,1706,2006,reg
Knox Cameron,CLB,F,10,3,354,2006,reg
Jason Hernandez,CHV,D,29,24,2242,2006,reg
Ante Jazic,LA ,D,11,11,990,2006,reg
Orlando Perez,CHV,D,23,11,1169,2006,reg
Nelson Akwari,RSL,D,18,14,1308,2006,reg
Kelly Gray,HOU,D-M,18,8,868,2006,reg
Ryan Johnson,CHI,F,10,1,198,2006,reg
Floyd Franks,CHI,M,9,0,150,2006,reg
Jamie Watson,RSL,M,10,0,104,2006,reg
Lance Watson,KC ,D,11,4,448,2006,reg
Joe Vide,NY ,M,7,2,278,2006,reg
Colin Clark,COL,M,7,3,297,2006,reg
Willie Sims,NE ,F,9,2,218,2006,reg
Tyson Wahl,KC ,D,10,6,606,2006,reg
Jack Stewart,CHI,D,17,13,1126,2006,reg
Kenny Cutler,RSL,M,15,11,918,2006,reg
Eddie Pope,RSL,D,22,22,1926,2006,reg
Frankie Hejduk,CLB,D,4,4,360,2006,reg
Markus Schopp,NY ,D-M,5,1,198,2006,reg
Jeff Parke,NY ,D,31,31,2771,2006,reg
Marcelo Saragosa,DAL,M,17,13,1111,2006,reg
Rod Dyachenko,DC ,M,9,4,298,2006,reg
Kyle Veris,LA ,D,10,8,732,2006,reg
Mike Petke,COL,D,26,26,2256,2006,reg
Rusty Pierce,CLB,D,18,18,1524,2006,reg
Brandon Moss,CLB,D,20,17,1610,2006,reg
Clarence Goodson,DAL,D,13,9,864,2006,reg
Tim Regan,CHV,D,30,30,2618,2006,reg
Marcos Gonzalez,CLB,D,21,20,1660,2006,reg
Tyrone Marshall,LA ,D,25,25,2149,2006,reg
Yura Movsisyan,KC ,F,10,1,219,2006,reg
Luciano Emilio,DC ,F,29,28,2410,2007,reg
Juan Pablo Angel,NY ,F,24,24,2125,2007,reg
Taylor Twellman,NE ,F,26,25,2283,2007,reg
Eddie Johnson,KC ,F,24,24,2149,2007,reg
Maykel Galindo,CHV,F,28,24,2021,2007,reg
Ante Razov,CHV,F,26,24,2041,2007,reg
Christian Gomez,DC ,M,27,27,2272,2007,reg
Jozy Altidore,TOR,F,22,15,1399,2007,reg
Landon Donovan,LA ,M-F,25,24,2191,2007,reg
Robbie Findley,LA ,F,25,14,1353,2007,reg
Fred,DC ,M,26,23,2096,2007,reg
Ben Olsen,DC ,M,24,21,1881,2007,reg
Alejandro Moreno,CLB,F,29,27,2357,2007,reg
Jaime Moreno,DC ,F,21,15,1439,2007,reg
Joseph Ngwenya,CLB,F,30,30,2362,2007,reg
Pat Noonan,NE ,F,27,21,1736,2007,reg
Scott Sealy,KC ,F,18,15,1193,2007,reg
Brian Ching,HOU,F,20,17,1590,2007,reg
Andy Dorman,NE ,M,30,27,2269,2007,reg
Nate Jaqua,HOU,F,25,19,1772,2007,reg
Chad Barrett,CHI,F,30,25,1983,2007,reg
Carlos Ruiz,DAL,F,22,19,1721,2007,reg
Dwayne De Rosario,HOU,M,24,22,1973,2007,reg
Chris Rolfe,CHI,F,19,18,1451,2007,reg
Clint Mathis,NY ,M,26,19,1722,2007,reg
Danny Dichio,TOR,F,17,14,1175,2007,reg
Jeff Cunningham,RSL,F,23,20,1636,2007,reg
Juan Toja,DAL,M,27,27,2388,2007,reg
Jovan Kirovski,COL,M-F,28,28,2161,2007,reg
Guillermo Barros Schelotto,CLB,F,22,19,1605,2007,reg
Eddie Gaven,CLB,M,27,21,1923,2007,reg
Stuart Holden,HOU,M,22,10,1030,2007,reg
Abe Thompson,DAL,F,24,15,1227,2007,reg
Edson Buddle,LA ,F,26,15,1251,2007,reg
Chris Brown,RSL,M-F,22,12,1083,2007,reg
Yura Movsisyan,KC ,F,23,9,993,2007,reg
Steve Ralston,NE ,M,26,26,2337,2007,reg
Sacha Kljestan,LA,M,25,25,2186,2007,reg
Davy Arnaud,KC ,M,28,28,2489,2007,reg
Cuauhtemoc Blanco,CHI,M,14,14,1233,2007,reg
Cobi Jones,LA ,M,25,19,1679,2007,reg
